Time (sec),e_pupil,e_limbus
0.0399467376830892,-0.00763876171486779,0.0140249545906578
0.439414114513981,-0.00397666398211212,0.00579387803119428
0.838881491344873,-0.00491874401021745,0.00100951402369735
1.23834886817577,-0.00854704547360308,0.0033177689209166
1.63781624500666,-0.0042814382182612,0.00374975272644742
2.03728362183755,-0.00382904205822979,0.00431833970505571
2.43675099866844,-0.00639841241122915,0.00432456336318344
2.83621837549933,-0.00143729545348038,0.00314063669028443
3.23568575233023,-0.00383664097373903,0.000650284748484323
3.63515312916112,-0.00365280013795911,-0.00211876372727
4.03462050599201,-0.00305626448525545,0.00159534579926259
4.4340878828229,-0.00310565583519986,0.00066787123423796
4.83355525965379,0.00227167720217495,0.000688854788454082
5.23302263648469,0.00401961603198092,-0.000834812296130446
5.63249001331558,0.00224509755090385,-0.00239961707083673
6.03195739014647,0.000524655336050181,-0.000491488900066342
6.43142476697736,0.00160365820726099,-0.00352772143675368
6.83089214380826,-0.00083718949537856,-0.0035503339302213
7.23035952063915,0.00587598083738475,-0.00155024794340671
7.62982689747004,-0.00209659107203581,-0.00420457942594971
8.02929427430093,0.00289360698606195,-0.00496192690120044
8.42876165113182,0.00469120734465556,-0.00101071158655631
8.82822902796272,0.0037440104130023,-0.000971182631673458
9.22769640479361,0.00911455082588005,-0.00121945269589931
9.6271637816245,0.00725441074534057,-0.000952721276653928
10.0266311584554,0.010220700858393,0.000478380881402536
10.4260985352863,0.00912782897840126,0.00147734241392174
10.8255659121172,0.00935415586950501,-0.000916733865212273
11.2250332889481,0.00382826419076042,-0.00108793247117401
11.624500665779,0.0029597252979263,-0.00178901353974727
12.0239680426099,0.00477599336954071,-0.000668344749190958
12.4234354194407,0.00826443122188576,-0.000315910808771265
12.8229027962716,0.0078785202207817,0.000577446830417697
13.2223701731025,0.00562911509707917,0.00091179669504696
13.6218375499334,0.00632863449805832,-0.00164867120970265
14.0213049267643,0.00176220841553169,0.00199642372248255
14.4207723035952,-0.00250548881414567,0.000720860393728751
14.8202396804261,-0.0147094168560682,0.00146992247173766
15.219707057257,-0.0646546416673297,0.00074450229322259
15.6191744340879,-0.197207149259363,0.0134226683381921
16.0186418109188,-0.30271392319777,0.0117857637462217
16.4181091877497,-0.343405267700626,0.0124890006609151
16.8175765645806,-0.3651046414392,0.0128978662704224
17.2170439414115,-0.376069757406358,0.0100585540821248
17.6165113182423,-0.380839995558302,0.0122010802321959
18.0159786950732,-0.382625044742566,0.0134850341465158
18.4154460719041,-0.382144332645847,0.0127091737584543
18.814913448735,-0.382021473152446,0.0111679213181484
19.2143808255659,-0.377449012223008,0.0137857093372667
19.6138482023968,-0.377659767118913,0.0134079762712722
20.0133155792277,-0.374318039651631,0.0138208119063098
20.4127829560586,-0.369146938778817,0.012952852821726
20.8122503328895,-0.328122131172736,0.0126080311835361
21.2117177097204,-0.287187892008947,0.0139796136251436
21.6111850865513,-0.256912942312298,0.01148268836007
22.0106524633822,-0.228223706521633,0.0139014456339526
22.410119840213,-0.20728208701706,0.0139409901080679
22.8095872170439,-0.194554538117948,0.013336757017277
23.2090545938748,-0.179780532956583,0.0139495259591862
23.6085219707057,-0.165249889026329,0.0142312718475344
24.0079893475366,-0.155572187672205,0.0125489455797487
24.4074567243675,-0.144308219755749,0.012808772429735
24.8069241011984,-0.133394441555961,0.0141766322710325
25.2063914780293,-0.12624169023093,0.0130026200894811
25.6058588548602,-0.116407693641008,0.0126505487662927
26.0053262316911,-0.107279416923276,0.0130025871602305
26.404793608522,-0.102290531017976,0.013518772794254
26.8042609853529,-0.0998585641903099,0.0121277206052664
27.2037283621838,-0.10164460663866,0.00841404919367996
27.6031957390146,-0.0872248277443251,0.0114040961578244
28.0026631158455,-0.0817554865268875,0.0132640436042636
28.4021304926764,-0.0777361753309471,0.0116109842676137
28.8015978695073,-0.0721855135504963,0.0127888778302587
29.2010652463382,-0.0737960913212652,0.0101900679501762
29.6005326231691,-0.0720795236167813,0.0137772495616306
30,-0.0677978687445454,0.0111334172178259
